Full fund name;Fund ISIN;Fund Manager;Fund size;Market sector;Morningstar category;Asset Class;Sharpe ratio 3 year;Standard deviation;OCF/TER(%);rating;(Current Yr-4);(Current Yr-3);(Current Yr-2);(Current Yr-1);(Current Yr);Fund code;Fund currency;Style;Buy;Sell;AMC(%);Distribution frequency;Distribution yield
Royal London Duration Hedged Credit Fund Z;GB00B4K6P774;Royal London;172;Financial Services;GBP Corporate Bond;UK Corporate Bond;0.63;3.81;0.54;;;6.57;-0.54;-3.50;10.52;RODZA;GBP;Active;0.00 ;0.00 ;0.5;Quarter;3.19
M&G Global High Yield Bond Fund I Acc;GB00B4Z1M213;M&G;1189;Consumer Cyclical;Global High Yield Bond - GBP Hedged;UK High Yield Bond;0.82;5.76;0.81;;11.68;11.50;-0.51;1.87;10.55;MGHIA;GBP;Active;0.00 ;0.00 ;0.65;1month;4.16
IFSL Tilney Bestinvest Inc & Gwth Ptfl Cln Acc;GB00BFPBZ073;Tilney Bestinvest;467;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.27;4.78;1.42;;13.53;8.39;6.48;2.26;10.56;BIICA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Baring Dynamic Capital Growth Fund Class I GBP Acc;GB00B9M3RS62;Barings;31;Real Estate;GBP Flexible Allocation;Mixed Assets - Flexible;;;0.71;;;;;0.35;10.57;BRDCA;GBP;Active;0.00 ;0.00 ;0.5;6months;
IFSL Tilney Bestinvest Inc & Gwth Ptfl Cln Inc;GB00BFPBYZ55;Tilney Bestinvest;467;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.28;4.75;1.42;;14.03;8.43;6.50;2.27;10.58;BIICI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Baring Dynamic Capital Growth Class I GBP Inc;GB00B8DFR284;Barings;31;Real Estate;GBP Flexible Allocation;Mixed Assets - Flexible;0.79;6.68;0.72;;11.76;6.33;5.86;0.33;10.61;BIPOI;GBP;Active;0.00 ;0.00 ;0.5;6months;
CF Canlife Global High Yield Bond Fund C Acc;GB00B9J56009;Canada Life;35;Consumer Cyclical;Global High Yield Bond - GBP Hedged;UK High Yield Bond;0.58;6.16;1.2;;11.63;9.51;-2.03;-1.12;10.61;CNGYA;GBP;Active;0.00 ;0.00 ;0.75;6months;5.28
CF Canlife Global High Yield Bond Fund C Inc;GB00B9J6S412;Canada Life;35;Consumer Cyclical;Global High Yield Bond - GBP Hedged;UK High Yield Bond;0.59;6.2;1.2;;;;-2.02;-1.13;10.63;CNGYI;GBP;Active;0.00 ;0.00 ;0.75;6months;5.28
Architas MM Diversified Protector 70;GB00B41R8W50;Architas;10;Financial Services;Capital Protected;Other;0.76;5.35;1.6;;8.94;3.16;3.00;-0.92;10.68;ACDPS;GBP;Active;0.00 ;0.00 ;1.05;1year;0
Newton UK Opportunities Institutional W Acc;GB00B8HQWK01;Newton;442;Industrials;UK Large-Cap Blend Equity;UK Equity;1.14;9.16;0.8;;21.58;14.99;11.78;9.90;10.69;NWUOA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Newton UK Opportunities Institutional W Inc;GB00B7RLX837;Newton;442;Industrials;UK Large-Cap Blend Equity;UK Equity;1.14;9.17;0.8;;;14.97;11.78;9.91;10.69;NWUOI;GBP;Active;0.00 ;0.00 ;0.75;1year;
MGTS AFH Tactical Core Fund R Acc;GB00B8KTVT88;Margetts;339;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;0.88;6.19;0.91;;15.56;7.25;2.02;4.12;10.70;MRSCA;GBP;Active;0.00 ;0.00 ;0.6;6months;
MGTS AFH Tactical Core Fund R Inc;GB00B8K9HG76;Margetts;339;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;0.88;6.18;0.91;;15.56;7.27;2.01;4.13;10.70;MRSCI;GBP;Active;0.00 ;0.00 ;0.6;6months;
SLI MyFolio Market II Plat 1 Acc;GB00B41R9999;Standard Life;948;Financial Services;;;1.27;5.27;0.69;;8.57;6.31;5.87;4.46;10.70;SLMBF;GBP;Active;0.00 ;0.00 ;0.4;1year;1.16
Insight Inflation-Linked Corporate Bond Institutional Shares W Income;GB00B7HYGP07;Insight;47;Financial Services;GBP Inflation-Linked Bond;UK Inflation Linked Bond;0.91;4.61;0.74;;;7.26;0.26;1.16;10.76;ISLCI;GBP;Active;0.00 ;0.00 ;0.5;6months;2.24
Insight Inflation-Linked Corporate Bond Institutional Shares W Accumulation;GB00B8HY5051;Insight;47;Financial Services;GBP Inflation-Linked Bond;UK Inflation Linked Bond;0.91;4.6;0.74;;;7.27;0.26;1.15;10.76;ISLCA;GBP;Active;0.00 ;0.00 ;0.5;6months;2.24
7IM AAP Balanced C Acc;GB00B2PB3794;Seven IM;1631;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.76;7.56;0.67;3;11.42;8.03;8.63;-1.48;10.78;SOBCA;GBP;Active;0.00 ;0.00 ;0.5;6months;
Henderson Multi-Manager Distribution I Inc;GB00B87K9900;Henderson;117;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.02;5.43;1.48;;13.66;7.10;4.34;2.61;10.79;HDMDI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
7IM AAP Balanced C Inc;GB00B2PB2V64;Seven IM;1631;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.76;7.54;0.67;3;11.42;8.02;8.65;-1.49;10.79;SOBCI;GBP;Active;0.00 ;0.00 ;0.5;6months;
Santander Atlas Portfolio 4 Inst A;GB00BD3CW292;Santander;251;Financial Services;;;1.2;5.24;0.91;;13.51;7.03;6.04;2.73;10.80;SAAPB;GBP;Active;0.00 ;0.00 ;0.4;Quarter;
BGF Global High Yield Bond Hedged D2RF GBP;LU0372548783;BlackRock;1764;Communication Services;Global High Yield Bond - GBP Hedged;UK High Yield Bond;0.55;6.03;0.86;3;9.12;13.52;-0.54;-1.20;10.84;BGHBD;GBP;Active;0.00 ;0.00 ;0.65;1year;0
Close Conservative Portfolio Fund - X (Accumulation);GB00B8B9ZS46;Close Brothers;667;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;1.06;5.31;0.85;;7.87;7.38;7.32;-0.07;10.85;CLCPA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Close Conservative Portfolio Fund - X (Income);GB00B82P0081;Close Brothers;667;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;1.08;5.23;0.87;;8.03;7.36;7.27;-0.06;10.86;CLCPI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Multi Asset Income & Growth Fund N-Income;GB00BFPC0C71;Fidelity;29;Financial Services;;;1.47;5.14;1.02;;;;5.11;7.58;10.87;NMAIN;GBP;Active;0.00 ;0.00 ;0.5;1month;
SLI Dynamic Distribution Plat 1 Inc;GB00B7JNXM18;Standard Life;336;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.86;6.6;0.82;;19.43;15.68;7.98;-2.73;10.92;SLDDI;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
BGF World Mining Hedged D2RF GBP;LU0827890145;BlackRock;4274;Basic Materials;Sector Equity Other;Global Equity;-0.16;32.86;1.32;;;20.53;-31.79;-8.61;10.95;BGHMD;GBP;Active;0.00 ;0.00 ;1;1year;
SLI Dynamic Distribution Plat 1 Acc;GB00B7CMQ047;Standard Life;336;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.86;6.58;0.82;;19.42;15.38;8.85;-2.77;10.97;SLDID;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
FP Tatton Oak Distribution Fund B Acc;GB00B7FN2Q25;Tatton Investment Management Limited;10;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.82;5.44;1.28;3;13.06;7.64;4.22;-0.41;11.16;RIDBA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
FP Tatton Oak Distribution Fund B Inc;GB00B7FN2R32;Tatton Investment Management Limited;10;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.82;5.45;1.28;3;12.94;7.53;4.42;-0.41;11.17;RIDBI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Legal & General Mixed Investment 20-60% Fund (I) - Distribution;GB00BMHTPN10;Legal & General;259;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.03;6.07;0.53;;;;3.36;5.08;11.29;LGTSI;GBP;Active;0.00 ;0.00 ;0.4;6months;
Fidelity Enhanced Income Fund W-Accumulation;GB00B7W94N47;Fidelity;552;Consumer Defensive;UK Equity Income;UK;0.67;8.18;0.95;1;14.77;11.82;3.34;2.85;11.29;WEINA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Enhanced Income Fund W-MINC-GBP;GB00BYSYZP12;Fidelity;584;Consumer Defensive;UK Equity Income;UK;;;0.94;;;;;;11.29;WEIIM;GBP;Active;0.00 ;0.00 ;0.75;1month;
BGF USD High Yield Bond Hedged D4RF GBP;LU0681219902;Blackrock Financial Management, Inc;2758;Communication Services;High Yield Bond - Other Hedged;Global High Yield Bond;0.61;5.87;0.86;;8.92;12.65;-0.51;-0.97;11.29;BGUBD;GBP;Active;0.00 ;0.00 ;0.65;1year;
Legal & General Mixed Investment 20-60% Fund (I) - Accumulation;GB00BMHTPP34;Legal & General;259;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.03;6.08;0.53;;;;3.36;5.07;11.33;LGTSA;GBP;Active;0.00 ;0.00 ;0.4;6months;
FP Russell Investments Multi Asset Growth Fund III C Inc;GB00B8DRDK49;Russell Investments;44;Financial Services;;;0.97;5.55;1.17;;;7.46;5.17;0.38;11.34;RSGWI;GBP;Active;0.00 ;0.00 ;0.5;1year;
FP Russell Investments Multi Asset Growth Fnd III C Acc;GB00B7W5QJ24;Russell Investments;44;Financial Services;;;0.96;5.56;1.17;;;7.09;5.11;0.36;11.35;RSGWA;GBP;Active;0.00 ;0.00 ;0.5;1year;
Perpetual Income and Growth Investment Trust Plc;GB0006798424;Invesco Perpetual;524;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.87;8.45;0.64;5;31.10;19.12;9.20;2.08;11.35;PLILL;GBP;Active;0.50 ;0.00 ;0.6;Quarter;
Trojan Income Fund O Acc;GB00B01BP176;Troy;3172;Consumer Defensive;UK Equity Income;UK Equity Income;1.11;8.79;1.02;;15.99;13.64;9.48;9.61;11.35;TJIOA;GBP;Active;0.00 ;0.00 ;1;6months;
7IM Sustainable Balance C Acc;GB00B1LBFZ86;Seven IM;77;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.1;6.77;1.49;3;10.72;7.12;9.04;2.97;11.36;SOSBA;GBP;Active;0.00 ;0.00 ;1.25;6months;
Trojan Income Fund O Inc;GB00B01BNW49;Troy;3172;Consumer Defensive;UK Equity Income;UK Equity Income;1.11;8.79;1.02;;15.97;13.64;9.48;9.61;11.36;TJIOI;GBP;Active;0.00 ;0.00 ;1;6months;
Fidelity Enhanced Income Fund W-Income;GB00B87HPZ94;Fidelity;584;Consumer Defensive;UK Equity Income;UK;0.68;8.21;0.95;;14.67;11.91;3.34;2.80;11.39;WEINI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Newton Multi-Asset Growth Fund Institutional Shares W Accumulation;GB00B8454P92;Newton;1733;Technology;;;1.21;9.8;0.66;;20.71;9.89;11.99;13.37;11.39;NWMFA;GBP;Active;0.00 ;0.00 ;0.62;6months;
Newton Multi-Asset Growth Fund Institutional Shares W (Net Income);GB00B87BSD02;Newton;1733;Technology;;;1.21;9.8;0.66;;;9.88;12.00;13.37;11.39;NWMFI;GBP;Active;0.00 ;0.00 ;0.62;6months;
FP Tatton Oak Cautious Growth B Acc;GB00B63B9M67;Octopus;96;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.2;5.62;0.95;;10.78;6.33;6.70;3.35;11.40;RIGBA;GBP;Active;0.00 ;0.00 ;0.75;1year;
7IM Sustainable Balance C Inc;GB00B1LBG003;Seven IM;77;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.1;6.77;1.49;3;10.61;7.13;9.10;2.94;11.42;SOSBI;GBP;Active;0.00 ;0.00 ;1.25;6months;
Architas MA Passive Moderate A Acc;GB00B8DT9S00;Architas;386;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.33;6.24;0.62;;8.22;6.56;7.34;8.52;11.43;ACPMA;GBP;Active;0.00 ;0.00 ;0.45;6months;2.69
SLI MyFolio Managed Income III Plat1 Inc;GB00B7K0W689;Standard Life;74;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.1;5.29;1.2;;13.15;7.20;5.44;0.72;11.47;SLFOF;GBP;Active;0.00 ;0.00 ;0.4;Quarter;
Henderson Cautious Managed Fund I Acc;GB00B6ZHN203;Henderson;2260;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.84;5.32;0.71;3;15.08;10.70;3.55;-0.47;11.50;HDCMA;GBP;Active;0.00 ;0.00 ;0.62;Quarter;
Architas Multi Asset Passive Moderate D Inc;GB00BWWCYY97;Architas;386;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;;;0.47;;;;;;11.51;ACMMI;GBP;Active;0.00 ;0.00 ;0.3;6months;
Henderson Cautious Managed Fund I Inc;GB00B4P4R697;Henderson;2260;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.83;5.33;0.71;3;15.08;10.68;3.55;-0.43;11.51;HDCAI;GBP;Active;0.00 ;0.00 ;0.62;Quarter;
SLI MyFolio Managed Income III Plat1 Acc;GB00B7RP1258;Standard Life;74;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.12;5.29;1.2;;11.43;7.58;6.46;0.80;11.52;SLFOE;GBP;Active;0.00 ;0.00 ;0.4;Quarter;
JP Morgan Balanced Managed Fund C Net GBP Acc;GB00BD3Q6G30;J.P. Morgan Asset Management;47;Financial Services;;;0.86;7.67;0.83;;;;8.17;0.08;11.56;SPBCA;GBP;Active;0.00 ;0.00 ;0.65;1year;
JP Morgan Balanced Managed Fund C Net GBP Inc;GB00BD3Q6H47;J.P. Morgan Asset Management;47;Financial Services;;;0.85;7.7;0.83;;;;8.18;0.06;11.58;SPBCI;GBP;Active;0.00 ;0.00 ;0.65;1year;
Architas MA Passive Moderate D Acc;GB00BNGNDG01;Architas;386;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.35;6.24;0.47;;7.91;6.10;7.27;8.74;11.58;ACMMA;GBP;Active;0.00 ;0.00 ;0.3;6months;0
MI Momentum Focus 4 A Accumulation shares;GB00B7W1TW44;Momentum;11;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.11;5.89;1.49;;;6.36;4.67;4.30;11.59;MOMFA;GBP;Active;0.00 ;0.00 ;0.5;6months;
Fidelity Funds - Asian High Yield Fund W-ACC-GBP;LU1033662328;Fidelity;2853;Basic Materials;Asia High Yield Bond;Asia High Yield Bond;1.55;9.4;0.9;;;;12.59;26.58;11.61;WAHYA;GBP;Active;0.00 ;0.00 ;0.65;1year;
Close Tactical Select Passive Conservative Fund - X (Accumulation);GB00B88TGW85;Close Brothers;33;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.21;6.45;0.51;;7.34;7.20;6.21;6.37;11.62;CLTCA;GBP;Active;0.00 ;0.00 ;0.3;6months;
Close Tactical Select Passive Conservative Fund - X (Income);GB00B7FHXB62;Close Brothers;33;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.26;6.17;0.51;;7.52;7.21;6.26;6.25;11.62;CLTCI;GBP;Active;0.00 ;0.00 ;0.3;6months;
Old Mutual Creation Balanced Portfolio R Acc;GB00B83XQD69;Old Mutual;354;Consumer Cyclical;;;0.83;5.1;1.1;;11.32;7.27;3.81;-2.39;11.63;SKSFA;GBP;Active;0.00 ;0.00 ;1.1;6months;
SLI MyFolio Multi-Man Inc III Plat 1 Inc;GB00B4L19681;Standard Life;53;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.02;5.39;1.45;;12.55;6.17;3.14;1.97;11.64;SLMFI;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
BlackRock Natural Resources Growth & Income Fund Class D Inc;GB00B46KYQ57;BlackRock;52;Basic Materials;Sector Equity Natural Resources;Commodities - General;0.25;18.47;0.98;;1.80;9.19;-12.37;8.26;11.67;MCNRI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
BlackRock Natural Resources Growth & Income Fund Class D Acc;GB00B6865B79;BlackRock;52;Basic Materials;Sector Equity Natural Resources;Commodities - General;0.25;18.46;0.98;;1.83;9.20;-12.40;8.21;11.69;MCNRA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
CF Miton Cautious Multi Asset B Acc;GB00B0W1V856;Miton;381;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.31;6.18;0.82;3;5.33;-4.45;9.02;4.40;11.69;MISIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
SLI MyFolio Multi-Man Inc III Plat 1 Acc;GB00B7680C87;Standard Life;50;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.05;5.34;1.45;;11.41;6.37;4.21;2.17;11.70;SLMEI;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
Invesco Perpetual Distribution Y Acc;GB00BJ04FH62;Invesco Perpetual;3059;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;0.86;5.26;0.77;;;;2.37;0.33;11.70;IDIYA;GBP;Active;0.00 ;0.00 ;0.77;1month;4.27
MI Miton Cautious Monthly Income Fund B Income units;GB00B79QBF93;Miton;245;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.44;6.03;0.86;;;4.99;10.68;3.99;11.73;DMAMI;GBP;Active;0.00 ;0.00 ;0.75;1month;
Invesco Perpetual Distribution Y Inc;GB00BJ04FJ86;Invesco Perpetual;3059;Consumer Cyclical;GBP Moderate Allocation;Mixed Assets - Balanced;0.85;5.33;0.77;;;;2.36;0.41;11.75;IDIYI;GBP;Active;0.00 ;0.00 ;0.77;1month;4.27
MI Miton Cautious Monthly Income Fund B Accumulation units;GB00B7T13474;Miton;245;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.5;5.99;0.86;;14.60;5.00;10.69;3.99;11.79;DMAMA;GBP;Active;0.00 ;0.00 ;0.75;1month;
Fidelity Funds - Global Multi Asset Income Fund Y-ACC-Euro;LU0979392502;Fidelity;5266;Financial Services;USD Moderate Allocation;Mixed Assets - Balanced;1.36;8.98;0.96;;;;8.43;20.90;11.79;YGME;EUR;Active;0.00 ;0.00 ;0.7;1year;
Smith & Williamson UK Equity Income Fund B Accumulation;GB00BJBQ2L47;Smith & Williamson;59;Financial Services;UK Equity Income;UK Equity Income;0.9;7.81;0.72;;;;10.49;0.23;11.80;SWUEF;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
Pictet High Dividend Selection -I dm GBP;LU0503635897;Pictet;820;Consumer Defensive;Global Equity Income;Global Equity Income;0.84;11.16;0.98;2;19.93;7.53;-3.29;20.04;11.81;PCHDG;GBP;Active;0.00 ;0.00 ;0.6;1month;
Smith & Williamson UK Equity Income Fund B Inc;GB00B4NDKN60;Smith & Williamson;59;Financial Services;UK Equity Income;UK Equity Income;0.91;7.78;0.72;;22.07;15.81;10.38;0.23;11.87;SMEII;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
Invesco Perpetual Monthly Income Plus Y Acc;GB00BJ04JZ25;Invesco Perpetual;3299;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.13;4.16;0.67;;;;3.12;-0.49;11.89;IMPYA;GBP;Active;0.00 ;0.00 ;0.67;1month;4.41
IFSL Sinfonia Cautious Managed Portfolio Class A Accumulation;GB00B2R2Y002;BNP Paribas;32;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.2;5.87;1.01;3;11.25;6.30;4.54;6.37;11.91;SFCAA;GBP;Active;0.00 ;0.00 ;0.65;6months;
Invesco Perpetual Monthly Income Plus Y Inc;GB00BJ04K042;Invesco Perpetual;3299;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.11;4.28;0.67;;;;3.13;-0.42;11.91;IMPYI;GBP;Active;0.00 ;0.00 ;0.67;1month;4.41
AXA Distribution Z Acc;GB0006160104;AXA IM;904;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.87;6.32;0.76;;10.72;7.90;3.66;2.04;11.99;AXDSA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Carmignac Portfolio Emergents F GBP Acc Hdg;LU0992626647;Carmignac Gestion;100;Technology;Global Emerging Markets Equity - Currency Hedged;Emerging Markets Global Equity;0.5;12.98;1.15;;-0.62;8.43;15.66;-6.79;12.02;CPEFA;GBP;Active;0.00 ;0.00 ;0.85;1year;
7IM Balanced C Inc;GB0033959296;Seven IM;798;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.72;7.52;1.34;;12.68;8.90;8.89;-3.56;12.09;SMBCI;GBP;Active;0.00 ;0.00 ;0.9;6months;
7IM Balanced C Acc;GB0033959742;Seven IM;798;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.73;7.5;1.34;;12.69;8.91;8.88;-3.55;12.09;SMBCA;GBP;Active;0.00 ;0.00 ;0.9;6months;
Invesco Perpetual UK Strategic Income Y Acc;GB00BJ04KY80;Invesco Perpetual;852;Financial Services;UK Equity Income;UK Equity Income;0.96;7.65;0.87;;;;10.38;-0.77;12.09;ISTYA;GBP;Active;0.00 ;0.00 ;0.87;6months;
Invesco Perpetual UK Strategic Income Y Inc;GB00BJ04KZ97;Invesco Perpetual;852;Financial Services;UK Equity Income;UK Equity Income;0.96;7.65;0.87;;;;10.34;-0.76;12.10;ISTYI;GBP;Active;0.00 ;0.00 ;0.87;6months;
Legg Mason IF QS UK Equity Fund Class X Acc GBP;GB00B89R1486;QS Investors LLC;38;Consumer Cyclical;UK Large-Cap Blend Equity;UK Equity;0.77;9.21;1.18;;18.73;13.82;9.38;-1.61;12.14;LMUXA;GBP;Active;0.00 ;0.00 ;0.75;1year;
BlackRock Consensus 60 Fund D Acc;GB00B86VJL67;BlackRock;53;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.3;6.24;0.23;3;;4.49;4.75;8.64;12.20;MCCDB;GBP;Active;0.00 ;0.00 ;0.2;6months;
JOHCM Asia ex Japan Small and Mid Cap Fund A GBP Inc;IE00B6R5LS41;J O Hambro;46;Technology;;;1.14;13.58;1.23;4;32.84;-2.59;30.22;5.41;12.23;JOEJI;GBP;Active;0.00 ;0.00 ;0.9;1year;
Close Managed Income Fund - X (Income);GB00B8HFR798;Close Brothers;120;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.39;4.53;1.08;;11.54;8.91;5.71;3.39;12.24;CLMVI;GBP;Active;0.00 ;0.00 ;0.45;Quarter;
Marlborough Cautious Fund P Inc;GB00B8T2QP98;Marlborough;10;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.12;5.86;1.7;;11.05;8.29;6.78;1.76;12.25;MHCAI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson Multi-Manager Income & Growth Fund I Acc;GB00BFDTFW55;Henderson;355;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.1;5.7;1.42;;12.27;7.60;6.06;1.78;12.25;HDMMA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Marlborough Cautious Fund P Acc;GB00B83GXN44;Marlborough;10;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.12;5.87;1.7;;11.05;8.29;6.78;1.75;12.26;MHCAA;GBP;Active;0.00 ;0.00 ;0.75;6months;
JPM Japan Fund C GBP Hedged Net Accumulation;GB00B9Z1HQ52;J.P. Morgan Asset Management;395;Technology;Japan Equity - Currency Hedged;Japan Equity;0.9;15.3;0.93;;;;46.19;-7.88;12.26;SPJHA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Henderson Multi-Manager Income & Growth Fund I Inc;GB00B88HSJ33;Henderson;332;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.09;5.74;1.42;;13.23;8.07;6.07;1.77;12.27;HDIGI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;0.58
SLI MyFolio Managed III Plat 1 Acc;GB00B701F734;Standard Life;2813;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.19;5.62;1.02;;13.36;8.53;8.06;0.83;12.31;SLMCM;GBP;Active;0.00 ;0.00 ;0.4;1year;
IFSL Brooks Macdonald Cautious Growth Fund Class A Inc;GB00B054QH55;Brooks Macdonald;97;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.21;5.74;1.2;;11.92;7.42;6.05;3.94;12.34;BMCAI;GBP;Active;0.00 ;0.00 ;0.5;6months;
FP Octopus Dynamic Mixed Asset Fund B Acc;GB00B41PLK82;Octopus;81;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.14;6.32;0.69;3;2.78;5.43;4.62;6.73;12.35;OIAVA;GBP;Active;0.00 ;0.00 ;0.55;6months;
Close Managed Income Fund - X (Accumulation);GB00B80PQP76;Close Brothers;120;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.41;4.68;1.08;;11.49;8.94;5.70;3.40;12.36;CLMVA;GBP;Active;0.00 ;0.00 ;0.45;Quarter;
Aviva Investors Multi-Manager 20-60% Shares Fund SC 2 Acc;GB00B1N94W01;Aviva Investors;177;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.13;6.39;1.44;;12.22;7.65;8.11;2.03;12.36;NUMSA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Aviva Investors Multi-Manager 20-60% Shares Fund SC 2 Inc;GB00B7ZZR410;Aviva Investors;177;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.13;6.39;1.44;;;7.68;8.10;2.03;12.37;NUMSI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Carmignac Portfolio Emerging Patrimoine F GBP Acc;LU0992631993;Carmignac Gestion;725;Technology;Global Emerging Markets Allocation;Mixed Assets - Balanced;0.72;13.21;1.15;;;;-5.13;20.51;12.39;CPEPA;GBP;Active;0.00 ;0.00 ;0.85;1year;
IFSL Brooks Macdonald Cautious Growth Fund Class A Acc;GB00B5T81S44;Brooks Macdonald;97;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.22;5.72;1.2;;11.80;7.53;5.99;3.90;12.41;BMCAA;GBP;Active;0.00 ;0.00 ;0.5;6months;
First State Japan Focus Fund Class B (Acc) GBP;GB00BWNGX432;First State;0;Consumer Cyclical;Japan Large-Cap Equity;Japan Equity;;;1.04;;;;;;12.43;FSJFB;GBP;Active;0.00 ;0.00 ;0.85;1year;
Carmignac Portfolio Emerging Discov F GBP Acc Hdg;LU0553407650;Carmignac Gestion;331;Technology;Global Emerging Markets Equity - Currency Hedged;Emerging Markets Global Equity;0.69;10.2;1.3;;8.12;8.43;16.49;-3.27;12.43;CAEDA;GBP;Active;0.00 ;0.00 ;1;1year;
Carmignac Portfolio Euro-Patrimoine F GBP Acc Hdg;LU0992627454;Carmignac Gestion;110;Financial Services;Other Allocation;Mixed Assets - Balanced;0.37;8.15;1.15;;1.23;6.71;3.93;-8.70;12.46;CPEPH;GBP;Active;0.00 ;0.00 ;0.85;1year;
Architas MA Blended Moderate A Acc;GB00B85L1G65;Architas;483;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.27;5.61;1.02;;11.19;7.28;4.94;5.88;12.46;ACBLA;GBP;Active;0.00 ;0.00 ;0.6;1year;
