"","Holding","Fund ISIN","Fund Manager","Fund size","Market sector","Morningstar category","Asset Class","Sharpe ratio 3 year","Standard deviation","OCF/TER(%)","rating","(Current Yr-4)","(Current Yr-3)","(Current Yr-2)","(Current Yr-1)","(Current Yr)","Fund code","Fund currency","Style","Buy","Sell","AMC(%)","Distribution frequency","Distribution yield","HoldingM"
"87","JOHCM UK Opportunities Fund Y Dist","GB00B95J5C19","J O Hambro",1476,"Utilities","UK Large-Cap Blend Equity","UK Equity",0.99,8.15,0.68,4,NA,13.3,4.92,8.74,10.11,"JOUYD","GBP","Active",0,0,0.62,"1year",NA,"JOHCMUKOpportunitiesFundYDist"
"88","CF Prudential Dynamic Focused 0-30 Portfolio P Acc","GB00BF232F01","Prudential",276,"Financial Services","","",1.44,4.42,0.83,NA,9.08,5.77,0.31,7.43,10.12,"PRMVA","GBP","Active",0,0,0.6,"1year",1.91,"CFPrudentialDynamicFocused0-30PortfolioPAcc"
"89","Aviva Investors Distribution Fund SC 2 Inc","GB0030442320","Aviva Investors",267,"Financial Services","","",1.15,6.22,0.73,NA,14.28,8.76,5.59,4.82,10.17,"NUDII","GBP","Active",0,0,0.6,"Quarter",3.1,"AvivaInvestorsDistributionFundSC2Inc"
"90","Kames Ethical Cautious Managed B Inc","GB00B7TCPG66","Kames",583,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.93,7.13,0.79,NA,NA,11.73,10.8,-1.64,10.22,"AECMI","GBP","Active",0,0,0.75,"Quarter",NA,"KamesEthicalCautiousManagedBInc"
"91","Kames Ethical Cautious Managed B Acc","GB00B7V2CD05","Kames",583,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.93,7.14,0.79,NA,18.16,11.75,10.81,-1.62,10.23,"AECMA","GBP","Active",0,0,0.75,"Quarter",NA,"KamesEthicalCautiousManagedBAcc"
"92","JOHCM UK Opportunities Fund Y Acc","GB00B95HP811","J O Hambro",1476,"Utilities","UK Large-Cap Blend Equity","UK Equity",0.99,8.14,0.68,4,NA,13.41,4.91,8.59,10.24,"JOUYA","GBP","Active",0,0,0.62,"1year",NA,"JOHCMUKOpportunitiesFundYAcc"
"93","Artemis Strategic Bond Fund Class MI Accumulation Units","GB00BJT0KV40","Artemis",1108,"Energy","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.45,3.91,0.58,NA,10.23,9.87,2.24,2.54,10.26,"ATSBA","GBP","Active",0,0,0.5,"1month",4,"ArtemisStrategicBondFundClassMIAccumulationUnits"
"94","Artemis Strategic Bond Fund Class MI Inc","GB00B2PLJS27","Artemis",1108,"Energy","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.46,3.91,0.58,NA,10.71,10.25,2.25,2.55,10.26,"ATSBI","GBP","Active",0,0,0.5,"1month",4.17,"ArtemisStrategicBondFundClassMIInc"
"95","Newton Managed Income Institutional W Inc","GB00B8HF2D04","Newton",105,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.96,6.61,0.8,NA,NA,5.62,0.68,8.48,10.31,"NWMGI","GBP","Active",0,0,0.62,"Quarter",NA,"NewtonManagedIncomeInstitutionalWInc"
"96","Threadneedle Managed Equity & Bond Fund Z Acc","GB00BRTM3J51","Columbia Threadneedle",1414,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.3,5.8,0.77,NA,11.32,5.87,5.44,7.76,10.31,"THENA","GBP","Active",0,0,0.65,"1year",NA,"ThreadneedleManagedEquity&BondFundZAcc"
"97","Newton Managed Income Institutional W Acc","GB00B8L58J49","Newton",105,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.96,6.61,0.8,NA,11.48,5.61,0.68,8.48,10.32,"NWMGA","GBP","Active",0,0,0.62,"Quarter",NA,"NewtonManagedIncomeInstitutionalWAcc"
"98","M&G Optimal Income Fund I Inc","GB00B1H05601","M&G",19873,"Consumer Cyclical","GBP Cautious Allocation","Bonds",1.1,3.84,0.91,4,10.03,9.51,0.85,1.23,10.32,"MEOII","GBP","Active",0,0,0.75,"6months",3.03,"M&GOptimalIncomeFundIInc"
"99","Close Diversified Income Portfolio Fund - X (Accumulation)","GB00B708TJ43","Close Brothers",678,"Industrials","GBP Moderate Allocation","Mixed Assets - Balanced",1.41,3.78,0.68,NA,8.26,8.03,3.4,3.15,10.36,"CLDXA","GBP","Active",0,0,0.6,"Quarter",NA,"CloseDiversifiedIncomePortfolioFund-X(Accumulation)"
"100","Artemis Strategic Bond Fund Class QI Acc","GB00B2PLJR10","Artemis",1108,"Energy","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.41,4.02,0.58,NA,10.68,10.26,2.23,2.54,10.36,"ATSFA","GBP","Active",0,0,0.5,"Quarter",3.99,"ArtemisStrategicBondFundClassQIAcc"
"101","Fidelity Multi Asset Balanced Income Fund N-Income-Gross","GB00BFPC0832","Fidelity",24,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.5,4.77,1.01,NA,NA,NA,4.94,7.12,10.38,"NMABG","GBP","Active",0,0,0.5,"1month",NA,"FidelityMultiAssetBalancedIncomeFundN-Income-Gross"
"102","Artemis Strategic Bond Fund Class QI Distribution Units","GB00BJT0KT28","Artemis",1108,"Energy","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.41,4.03,0.58,NA,10.26,8.61,2.25,2.56,10.38,"ATSQI","GBP","Active",0,0,0.5,"Quarter",4.04,"ArtemisStrategicBondFundClassQIDistributionUnits"
"103","First State Asian Property Securities B Inc","GB00B1F76K49","First State",10,"Real Estate","Property - Indirect Asia","Property - Listed",0.85,12.32,1.28,3,24.86,-5.79,13.49,11.62,10.4,"FTPPI","GBP","Active",0,0,0.75,"6months",NA,"FirstStateAsianPropertySecuritiesBInc"
"104","SPDR S&P US Dividend Aristocrats UCITS ETF","IE00B6YX5D40","State Street Global Advisors",2073,"Financial Services","US Large-Cap Value Equity","North American Equity",1.7,11.47,0.35,4,23.82,3.78,11.14,33.53,10.42,"XSUAI","GBP","Passive",0,0,0.35,"Quarter",NA,"SPDRS&PUSDividendAristocratsUCITSETF"
"105","Carmignac Portfolio Investissement F GBP Acc Hdg","LU0992626134","Carmignac Gestion",371,"Financial Services","Global Equity - Currency Hedged","Global Equity",0.65,11.49,1.15,NA,10.97,11.5,24.52,-11.63,10.43,"CPIFH","GBP","Active",0,0,0.85,"1year",NA,"CarmignacPortfolioInvestissementFGBPAccHdg"
"106","Close Diversified Income Portfolio Fund - X (Income)","GB00B5N0YZ48","Close Brothers",680,"Industrials","GBP Moderate Allocation","Mixed Assets - Balanced",1.31,3.83,0.69,NA,8.43,7.98,3.4,3.16,10.43,"CLDXI","GBP","Active",0,0,0.6,"Quarter",NA,"CloseDiversifiedIncomePortfolioFund-X(Income)"
"107","M&G Global High Yield Bond Fund I Inc","GB00B6ZD1B32","M&G",1189,"Consumer Cyclical","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.82,5.76,0.81,NA,11.63,11.49,-0.5,1.87,10.47,"MGHII","GBP","Active",0,0,0.65,"1month",4.97,"M&GGlobalHighYieldBondFundIInc"
"108","Fidelity Multi Asset Growth Fund N-Accumulation","GB00B6YWRT10","Fidelity",496,"Real Estate","","",1.17,6.96,0.83,NA,13.01,5.58,9.22,5.21,10.49,"NMGRA","GBP","Active",0,0,0.5,"1year",NA,"FidelityMultiAssetGrowthFundN-Accumulation"
"109","Carmignac Portfolio Patrimoine F GBP Acc","LU0992627884","Carmignac Gestion",1904,"Financial Services","EUR Moderate Allocation - Global","Mixed Assets - Balanced",0.87,9.7,1.15,NA,NA,NA,0.99,12.57,10.51,"CPPFA","GBP","Active",0,0,0.85,"1year",NA,"CarmignacPortfolioPatrimoineFGBPAcc"
"110","Royal London Duration Hedged Credit Fund Z","GB00B4K6P774","Royal London",172,"Financial Services","GBP Corporate Bond","UK Corporate Bond",0.63,3.81,0.54,NA,NA,6.57,-0.54,-3.5,10.52,"RODZA","GBP","Active",0,0,0.5,"Quarter",3.19,"RoyalLondonDurationHedgedCreditFundZ"
"111","M&G Global High Yield Bond Fund I Acc","GB00B4Z1M213","M&G",1189,"Consumer Cyclical","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.82,5.76,0.81,NA,11.68,11.5,-0.51,1.87,10.55,"MGHIA","GBP","Active",0,0,0.65,"1month",4.16,"M&GGlobalHighYieldBondFundIAcc"
"112","IFSL Tilney Bestinvest Inc & Gwth Ptfl Cln Acc","GB00BFPBZ073","Tilney Bestinvest",467,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.27,4.78,1.42,NA,13.53,8.39,6.48,2.26,10.56,"BIICA","GBP","Active",0,0,0.75,"6months",NA,"IFSLTilneyBestinvestInc&GwthPtflClnAcc"
"113","Baring Dynamic Capital Growth Fund Class I GBP Acc","GB00B9M3RS62","Barings",31,"Real Estate","GBP Flexible Allocation","Mixed Assets - Flexible",NA,NA,0.71,NA,NA,NA,NA,0.35,10.57,"BRDCA","GBP","Active",0,0,0.5,"6months",NA,"BaringDynamicCapitalGrowthFundClassIGBPAcc"
"114","IFSL Tilney Bestinvest Inc & Gwth Ptfl Cln Inc","GB00BFPBYZ55","Tilney Bestinvest",467,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.28,4.75,1.42,NA,14.03,8.43,6.5,2.27,10.58,"BIICI","GBP","Active",0,0,0.75,"6months",NA,"IFSLTilneyBestinvestInc&GwthPtflClnInc"
"115","Baring Dynamic Capital Growth Class I GBP Inc","GB00B8DFR284","Barings",31,"Real Estate","GBP Flexible Allocation","Mixed Assets - Flexible",0.79,6.68,0.72,NA,11.76,6.33,5.86,0.33,10.61,"BIPOI","GBP","Active",0,0,0.5,"6months",NA,"BaringDynamicCapitalGrowthClassIGBPInc"
"116","CF Canlife Global High Yield Bond Fund C Acc","GB00B9J56009","Canada Life",35,"Consumer Cyclical","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.58,6.16,1.2,NA,11.63,9.51,-2.03,-1.12,10.61,"CNGYA","GBP","Active",0,0,0.75,"6months",5.28,"CFCanlifeGlobalHighYieldBondFundCAcc"
"117","CF Canlife Global High Yield Bond Fund C Inc","GB00B9J6S412","Canada Life",35,"Consumer Cyclical","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.59,6.2,1.2,NA,NA,NA,-2.02,-1.13,10.63,"CNGYI","GBP","Active",0,0,0.75,"6months",5.28,"CFCanlifeGlobalHighYieldBondFundCInc"
"118","Architas MM Diversified Protector 70","GB00B41R8W50","Architas",10,"Financial Services","Capital Protected","Other",0.76,5.35,1.6,NA,8.94,3.16,3,-0.92,10.68,"ACDPS","GBP","Active",0,0,1.05,"1year",0,"ArchitasMMDiversifiedProtector70"
"119","Newton UK Opportunities Institutional W Acc","GB00B8HQWK01","Newton",442,"Industrials","UK Large-Cap Blend Equity","UK Equity",1.14,9.16,0.8,NA,21.58,14.99,11.78,9.9,10.69,"NWUOA","GBP","Active",0,0,0.75,"1year",NA,"NewtonUKOpportunitiesInstitutionalWAcc"
"120","Newton UK Opportunities Institutional W Inc","GB00B7RLX837","Newton",442,"Industrials","UK Large-Cap Blend Equity","UK Equity",1.14,9.17,0.8,NA,NA,14.97,11.78,9.91,10.69,"NWUOI","GBP","Active",0,0,0.75,"1year",NA,"NewtonUKOpportunitiesInstitutionalWInc"
"121","MGTS AFH Tactical Core Fund R Acc","GB00B8KTVT88","Margetts",339,"Consumer Cyclical","GBP Moderate Allocation","Mixed Assets - Balanced",0.88,6.19,0.91,NA,15.56,7.25,2.02,4.12,10.7,"MRSCA","GBP","Active",0,0,0.6,"6months",NA,"MGTSAFHTacticalCoreFundRAcc"
"122","MGTS AFH Tactical Core Fund R Inc","GB00B8K9HG76","Margetts",339,"Consumer Cyclical","GBP Moderate Allocation","Mixed Assets - Balanced",0.88,6.18,0.91,NA,15.56,7.27,2.01,4.13,10.7,"MRSCI","GBP","Active",0,0,0.6,"6months",NA,"MGTSAFHTacticalCoreFundRInc"
"123","SLI MyFolio Market II Plat 1 Acc","GB00B41R9999","Standard Life",948,"Financial Services","","",1.27,5.27,0.69,NA,8.57,6.31,5.87,4.46,10.7,"SLMBF","GBP","Active",0,0,0.4,"1year",1.16,"SLIMyFolioMarketIIPlat1Acc"
"124","Insight Inflation-Linked Corporate Bond Institutional Shares W Income","GB00B7HYGP07","Insight",47,"Financial Services","GBP Inflation-Linked Bond","UK Inflation Linked Bond",0.91,4.61,0.74,NA,NA,7.26,0.26,1.16,10.76,"ISLCI","GBP","Active",0,0,0.5,"6months",2.24,"InsightInflation-LinkedCorporateBondInstitutionalSharesWIncome"
"125","Insight Inflation-Linked Corporate Bond Institutional Shares W Accumulation","GB00B8HY5051","Insight",47,"Financial Services","GBP Inflation-Linked Bond","UK Inflation Linked Bond",0.91,4.6,0.74,NA,NA,7.27,0.26,1.15,10.76,"ISLCA","GBP","Active",0,0,0.5,"6months",2.24,"InsightInflation-LinkedCorporateBondInstitutionalSharesWAccumulation"
"126","7IM AAP Balanced C Acc","GB00B2PB3794","Seven IM",1631,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.76,7.56,0.67,3,11.42,8.03,8.63,-1.48,10.78,"SOBCA","GBP","Active",0,0,0.5,"6months",NA,"7IMAAPBalancedCAcc"
"127","Henderson Multi-Manager Distribution I Inc","GB00B87K9900","Henderson",117,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.02,5.43,1.48,NA,13.66,7.1,4.34,2.61,10.79,"HDMDI","GBP","Active",0,0,0.75,"Quarter",NA,"HendersonMulti-ManagerDistributionIInc"
"128","7IM AAP Balanced C Inc","GB00B2PB2V64","Seven IM",1631,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.76,7.54,0.67,3,11.42,8.02,8.65,-1.49,10.79,"SOBCI","GBP","Active",0,0,0.5,"6months",NA,"7IMAAPBalancedCInc"
"129","Santander Atlas Portfolio 4 Inst A","GB00BD3CW292","Santander",251,"Financial Services","","",1.2,5.24,0.91,NA,13.51,7.03,6.04,2.73,10.8,"SAAPB","GBP","Active",0,0,0.4,"Quarter",NA,"SantanderAtlasPortfolio4InstA"
"130","BGF Global High Yield Bond Hedged D2RF GBP","LU0372548783","BlackRock",1764,"Communication Services","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.55,6.03,0.86,3,9.12,13.52,-0.54,-1.2,10.84,"BGHBD","GBP","Active",0,0,0.65,"1year",0,"BGFGlobalHighYieldBondHedgedD2RFGBP"
"131","Close Conservative Portfolio Fund - X (Accumulation)","GB00B8B9ZS46","Close Brothers",667,"Consumer Cyclical","GBP Moderate Allocation","Mixed Assets - Balanced",1.06,5.31,0.85,NA,7.87,7.38,7.32,-0.07,10.85,"CLCPA","GBP","Active",0,0,0.75,"6months",NA,"CloseConservativePortfolioFund-X(Accumulation)"
"132","Close Conservative Portfolio Fund - X (Income)","GB00B82P0081","Close Brothers",667,"Consumer Cyclical","GBP Moderate Allocation","Mixed Assets - Balanced",1.08,5.23,0.87,NA,8.03,7.36,7.27,-0.06,10.86,"CLCPI","GBP","Active",0,0,0.75,"6months",NA,"CloseConservativePortfolioFund-X(Income)"
"133","Fidelity Multi Asset Income & Growth Fund N-Income","GB00BFPC0C71","Fidelity",29,"Financial Services","","",1.47,5.14,1.02,NA,NA,NA,5.11,7.58,10.87,"NMAIN","GBP","Active",0,0,0.5,"1month",NA,"FidelityMultiAssetIncome&GrowthFundN-Income"
"134","SLI Dynamic Distribution Plat 1 Inc","GB00B7JNXM18","Standard Life",336,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.86,6.6,0.82,NA,19.43,15.68,7.98,-2.73,10.92,"SLDDI","GBP","Active",0,0,0.65,"Quarter",NA,"SLIDynamicDistributionPlat1Inc"
"135","BGF World Mining Hedged D2RF GBP","LU0827890145","BlackRock",4274,"Basic Materials","Sector Equity Other","Global Equity",-0.16,32.86,1.32,NA,NA,20.53,-31.79,-8.61,10.95,"BGHMD","GBP","Active",0,0,1,"1year",NA,"BGFWorldMiningHedgedD2RFGBP"
"136","SLI Dynamic Distribution Plat 1 Acc","GB00B7CMQ047","Standard Life",336,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.86,6.58,0.82,NA,19.42,15.38,8.85,-2.77,10.97,"SLDID","GBP","Active",0,0,0.65,"Quarter",NA,"SLIDynamicDistributionPlat1Acc"
"137","FP Tatton Oak Distribution Fund B Acc","GB00B7FN2Q25","Tatton Investment Management Limited",10,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.82,5.44,1.28,3,13.06,7.64,4.22,-0.41,11.16,"RIDBA","GBP","Active",0,0,0.75,"Quarter",NA,"FPTattonOakDistributionFundBAcc"
"138","FP Tatton Oak Distribution Fund B Inc","GB00B7FN2R32","Tatton Investment Management Limited",10,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.82,5.45,1.28,3,12.94,7.53,4.42,-0.41,11.17,"RIDBI","GBP","Active",0,0,0.75,"Quarter",NA,"FPTattonOakDistributionFundBInc"
"139","Legal & General Mixed Investment 20-60% Fund (I) - Distribution","GB00BMHTPN10","Legal & General",259,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.03,6.07,0.53,NA,NA,NA,3.36,5.08,11.29,"LGTSI","GBP","Active",0,0,0.4,"6months",NA,"Legal&GeneralMixedInvestment20-60%Fund(I)-Distribution"
"140","Fidelity Enhanced Income Fund W-Accumulation","GB00B7W94N47","Fidelity",552,"Consumer Defensive","UK Equity Income","UK",0.67,8.18,0.95,1,14.77,11.82,3.34,2.85,11.29,"WEINA","GBP","Active",0,0,0.75,"1year",NA,"FidelityEnhancedIncomeFundW-Accumulation"
"141","Fidelity Enhanced Income Fund W-MINC-GBP","GB00BYSYZP12","Fidelity",584,"Consumer Defensive","UK Equity Income","UK",NA,NA,0.94,NA,NA,NA,NA,NA,11.29,"WEIIM","GBP","Active",0,0,0.75,"1month",NA,"FidelityEnhancedIncomeFundW-MINC-GBP"
"142","BGF USD High Yield Bond Hedged D4RF GBP","LU0681219902","Blackrock Financial Management, Inc",2758,"Communication Services","High Yield Bond - Other Hedged","Global High Yield Bond",0.61,5.87,0.86,NA,8.92,12.65,-0.51,-0.97,11.29,"BGUBD","GBP","Active",0,0,0.65,"1year",NA,"BGFUSDHighYieldBondHedgedD4RFGBP"
"143","Legal & General Mixed Investment 20-60% Fund (I) - Accumulation","GB00BMHTPP34","Legal & General",259,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.03,6.08,0.53,NA,NA,NA,3.36,5.07,11.33,"LGTSA","GBP","Active",0,0,0.4,"6months",NA,"Legal&GeneralMixedInvestment20-60%Fund(I)-Accumulation"
"144","FP Russell Investments Multi Asset Growth Fund III C Inc","GB00B8DRDK49","Russell Investments",44,"Financial Services","","",0.97,5.55,1.17,NA,NA,7.46,5.17,0.38,11.34,"RSGWI","GBP","Active",0,0,0.5,"1year",NA,"FPRussellInvestmentsMultiAssetGrowthFundIIICInc"
"145","FP Russell Investments Multi Asset Growth Fnd III C Acc","GB00B7W5QJ24","Russell Investments",44,"Financial Services","","",0.96,5.56,1.17,NA,NA,7.09,5.11,0.36,11.35,"RSGWA","GBP","Active",0,0,0.5,"1year",NA,"FPRussellInvestmentsMultiAssetGrowthFndIIICAcc"
"146","Perpetual Income and Growth Investment Trust Plc","GB0006798424","Invesco Perpetual",524,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.87,8.45,0.64,5,31.1,19.12,9.2,2.08,11.35,"PLILL","GBP","Active",0.5,0,0.6,"Quarter",NA,"PerpetualIncomeandGrowthInvestmentTrustPlc"
"147","Trojan Income Fund O Acc","GB00B01BP176","Troy",3172,"Consumer Defensive","UK Equity Income","UK Equity Income",1.11,8.79,1.02,NA,15.99,13.64,9.48,9.61,11.35,"TJIOA","GBP","Active",0,0,1,"6months",NA,"TrojanIncomeFundOAcc"
"148","7IM Sustainable Balance C Acc","GB00B1LBFZ86","Seven IM",77,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.1,6.77,1.49,3,10.72,7.12,9.04,2.97,11.36,"SOSBA","GBP","Active",0,0,1.25,"6months",NA,"7IMSustainableBalanceCAcc"
"149","Trojan Income Fund O Inc","GB00B01BNW49","Troy",3172,"Consumer Defensive","UK Equity Income","UK Equity Income",1.11,8.79,1.02,NA,15.97,13.64,9.48,9.61,11.36,"TJIOI","GBP","Active",0,0,1,"6months",NA,"TrojanIncomeFundOInc"
"150","Fidelity Enhanced Income Fund W-Income","GB00B87HPZ94","Fidelity",584,"Consumer Defensive","UK Equity Income","UK",0.68,8.21,0.95,NA,14.67,11.91,3.34,2.8,11.39,"WEINI","GBP","Active",0,0,0.75,"Quarter",NA,"FidelityEnhancedIncomeFundW-Income"
"151","Newton Multi-Asset Growth Fund Institutional Shares W Accumulation","GB00B8454P92","Newton",1733,"Technology","","",1.21,9.8,0.66,NA,20.71,9.89,11.99,13.37,11.39,"NWMFA","GBP","Active",0,0,0.62,"6months",NA,"NewtonMulti-AssetGrowthFundInstitutionalSharesWAccumulation"
"152","Newton Multi-Asset Growth Fund Institutional Shares W (Net Income)","GB00B87BSD02","Newton",1733,"Technology","","",1.21,9.8,0.66,NA,NA,9.88,12,13.37,11.39,"NWMFI","GBP","Active",0,0,0.62,"6months",NA,"NewtonMulti-AssetGrowthFundInstitutionalSharesW(NetIncome)"
"153","FP Tatton Oak Cautious Growth B Acc","GB00B63B9M67","Octopus",96,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.2,5.62,0.95,NA,10.78,6.33,6.7,3.35,11.4,"RIGBA","GBP","Active",0,0,0.75,"1year",NA,"FPTattonOakCautiousGrowthBAcc"
"154","7IM Sustainable Balance C Inc","GB00B1LBG003","Seven IM",77,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.1,6.77,1.49,3,10.61,7.13,9.1,2.94,11.42,"SOSBI","GBP","Active",0,0,1.25,"6months",NA,"7IMSustainableBalanceCInc"
"155","Architas MA Passive Moderate A Acc","GB00B8DT9S00","Architas",386,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.33,6.24,0.62,NA,8.22,6.56,7.34,8.52,11.43,"ACPMA","GBP","Active",0,0,0.45,"6months",2.69,"ArchitasMAPassiveModerateAAcc"
"156","SLI MyFolio Managed Income III Plat1 Inc","GB00B7K0W689","Standard Life",74,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.1,5.29,1.2,NA,13.15,7.2,5.44,0.72,11.47,"SLFOF","GBP","Active",0,0,0.4,"Quarter",NA,"SLIMyFolioManagedIncomeIIIPlat1Inc"
"157","Henderson Cautious Managed Fund I Acc","GB00B6ZHN203","Henderson",2260,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.84,5.32,0.71,3,15.08,10.7,3.55,-0.47,11.5,"HDCMA","GBP","Active",0,0,0.62,"Quarter",NA,"HendersonCautiousManagedFundIAcc"
"158","Architas Multi Asset Passive Moderate D Inc","GB00BWWCYY97","Architas",386,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",NA,NA,0.47,NA,NA,NA,NA,NA,11.51,"ACMMI","GBP","Active",0,0,0.3,"6months",NA,"ArchitasMultiAssetPassiveModerateDInc"
"159","Henderson Cautious Managed Fund I Inc","GB00B4P4R697","Henderson",2260,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.83,5.33,0.71,3,15.08,10.68,3.55,-0.43,11.51,"HDCAI","GBP","Active",0,0,0.62,"Quarter",NA,"HendersonCautiousManagedFundIInc"
"160","SLI MyFolio Managed Income III Plat1 Acc","GB00B7RP1258","Standard Life",74,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.12,5.29,1.2,NA,11.43,7.58,6.46,0.8,11.52,"SLFOE","GBP","Active",0,0,0.4,"Quarter",NA,"SLIMyFolioManagedIncomeIIIPlat1Acc"
"161","JP Morgan Balanced Managed Fund C Net GBP Acc","GB00BD3Q6G30","J.P. Morgan Asset Management",47,"Financial Services","","",0.86,7.67,0.83,NA,NA,NA,8.17,0.08,11.56,"SPBCA","GBP","Active",0,0,0.65,"1year",NA,"JPMorganBalancedManagedFundCNetGBPAcc"
"162","JP Morgan Balanced Managed Fund C Net GBP Inc","GB00BD3Q6H47","J.P. Morgan Asset Management",47,"Financial Services","","",0.85,7.7,0.83,NA,NA,NA,8.18,0.06,11.58,"SPBCI","GBP","Active",0,0,0.65,"1year",NA,"JPMorganBalancedManagedFundCNetGBPInc"
"163","Architas MA Passive Moderate D Acc","GB00BNGNDG01","Architas",386,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.35,6.24,0.47,NA,7.91,6.1,7.27,8.74,11.58,"ACMMA","GBP","Active",0,0,0.3,"6months",0,"ArchitasMAPassiveModerateDAcc"
"164","MI Momentum Focus 4 A Accumulation shares","GB00B7W1TW44","Momentum",11,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.11,5.89,1.49,NA,NA,6.36,4.67,4.3,11.59,"MOMFA","GBP","Active",0,0,0.5,"6months",NA,"MIMomentumFocus4AAccumulationshares"
"165","Fidelity Funds - Asian High Yield Fund W-ACC-GBP","LU1033662328","Fidelity",2853,"Basic Materials","Asia High Yield Bond","Asia High Yield Bond",1.55,9.4,0.9,NA,NA,NA,12.59,26.58,11.61,"WAHYA","GBP","Active",0,0,0.65,"1year",NA,"FidelityFunds-AsianHighYieldFundW-ACC-GBP"
"166","Close Tactical Select Passive Conservative Fund - X (Accumulation)","GB00B88TGW85","Close Brothers",33,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.21,6.45,0.51,NA,7.34,7.2,6.21,6.37,11.62,"CLTCA","GBP","Active",0,0,0.3,"6months",NA,"CloseTacticalSelectPassiveConservativeFund-X(Accumulation)"
